67.527489,65.088947,63.723259,48.55159,43.308515,41.656012,39.876129,39.666915,32.622024,21.13525,20.61227,19.453242,16.245601,15.36728,13.52798,14.326058,13.433408,12.128609,9.753933,8.776574,7.081248,4.751589,2.523694,1.994695,0.728572,-1.025334,-1.077767,6.48857,6.604314,5.880506,4.87201,4.696212,2.117661,2.330714,1.574126,8.188858,6.81641,6.334328,5.506443,5.479972,3.217603,2.007883,0.461874,-0.485911,0.213104,-0.093367,3.778192,3.151946,2.886199,0.379906,4.819882,1.642793,10.222838,9.601902,9.323997,8.547981,8.224694,7.61668,5.668944,5.368213,4.055455,4.366504,3.115248,1.544894,0.283026,0.669483,-0.797772,2.562518,1.041533
51.821761,50.950431,50.164382,36.054828,33.904616,31.57417,32.682288,32.323638,28.452861,18.866898,16.218112,17.510121,14.699214,13.928388,12.350733,11.940066,11.18243,9.896298,7.899484,8.159838,7.651156,5.860293,5.434241,4.259319,2.495341,2.179744,0.924255,4.022312,2.285307,2.800174,2.219674,2.82116,2.499002,1.959741,0.85528,10.35281,9.888414,8.058354,6.728173,5.368978,4.441458,3.690485,1.336455,1.219392,1.859384,0.25973,1.351854,2.855444,2.469732,1.504225,1.291033,1.028908,10.761246,10.464293,10.002648,9.940961,9.405824,7.770454,5.534138,3.966614,2.800221,2.367242,0.607284,-0.235429,0.313936,-1.259105,-1.556328,1.662094,-0.311574
61.426152,60.525805,58.190573,40.876419,32.15201,32.908348,32.713669,32.119839,31.126131,20.629998,20.918359,18.460412,16.480568,16.565815,15.283607,14.412196,12.840182,11.47909,10.275995,9.358804,7.313401,8.137233,6.928585,6.273006,5.331141,3.911525,2.657025,8.589905,7.700952,6.841518,3.90345,3.687133,4.362904,3.063543,1.300733,9.080128,8.659678,7.287343,5.272861,3.261153,3.975268,5.311789,4.743211,3.397493,2.332614,1.140608,6.967713,5.10157,3.450111,1.852237,0.321354,1.259756,10.026564,10.029302,9.831706,9.861344,9.575929,7.933576,7.883106,6.663741,6.016065,3.818786,2.252148,2.472657,2.893407,1.071776,1.117011,2.774866,0.589159
64.682076,63.015112,63.535245,48.554065,42.585338,41.332824,41.145838,40.070589,35.061009,17.606152,16.520421,15.10234,14.741954,13.672174,13.093579,11.171734,10.092537,9.198132,7.715353,7.470337,6.461653,6.408915,5.66733,5.607279,3.599059,3.290747,0.680965,4.5565,3.620236,4.777779,4.531997,3.987733,2.995736,1.798567,1.010867,9.920427,10.024944,9.664931,7.556058,6.855959,6.561824,5.439709,3.584366,2.864893,3.553649,0.83888,5.87276,4.704246,3.248302,1.749475,4.580877,2.790273,16.592114,13.278508,11.759913,10.999981,8.853392,5.900993,3.097328,3.278878,3.961179,1.560035,1.040016,-0.159916,0.775582,1.886664,1.090339,0.342727,0.656709
76.526258,74.52644,73.851526,49.298909,46.631614,43.907969,42.684095,43.278738,38.279022,23.480649,22.672834,17.294005,14.222607,12.425807,11.140442,9.039719,8.597543,7.987829,6.359905,7.402873,5.925843,4.808748,4.357306,3.972773,1.669045,1.222318,2.685594,10.261867,9.047173,6.918778,6.63049,4.818588,3.185204,2.171884,1.336244,13.100747,11.349086,9.805261,7.646642,6.356562,7.225261,6.175334,4.912139,2.433901,2.058742,0.281386,1.819773,1.936196,1.573064,-0.145925,2.30735,1.460642,15.147182,13.310612,11.374999,9.104005,7.867056,7.55835,6.720701,6.639108,5.00857,4.705609,3.997082,2.236599,1.199075,4.713838,1.530882,3.132346,1.710367
76.188064,74.174311,69.648468,51.875443,49.223018,49.061785,47.381922,46.841906,42.178292,23.204462,21.609141,19.733561,17.772557,17.201071,17.015446,15.88157,14.447953,13.550919,11.752671,9.703721,7.501793,6.854602,4.945275,4.460282,1.731772,2.295475,1.68775,8.068506,7.039066,7.723816,7.052109,5.606408,4.785883,1.858873,0.993625,9.64794,8.857846,7.042578,5.591127,5.995747,5.907903,3.955838,2.890888,0.998669,1.048912,1.160809,0.640552,0.286739,-0.181497,-1.3927,2.499081,0.28451,18.628635,17.935193,15.480663,14.592666,12.405935,13.400433,10.613082,10.652424,10.680862,9.333661,9.407917,6.845529,4.22,1.159364,0.004505,3.164314,1.766408
67.524687,66.733569,64.709274,47.669251,42.942577,43.457032,41.98593,40.832516,36.030666,17.779503,17.089931,14.921797,12.852347,11.460832,10.415524,9.385682,8.466712,8.768547,7.68739,8.773321,8.277762,9.221139,8.22405,6.61663,4.564204,2.720035,1.137942,10.920869,9.28193,9.362049,6.844268,6.513036,4.979187,2.628514,3.225936,5.517735,6.229776,7.320558,7.452788,7.298635,5.156658,5.178499,4.287269,2.233858,0.795626,-0.649607,3.898553,1.810747,0.646029,-0.156311,3.979406,3.066694,18.131583,15.553749,14.584741,14.1032,13.347944,12.184264,10.421213,8.247237,6.665805,5.887286,3.832277,2.848751,2.446018,1.389125,1.470145,0.452624,0.140218
67.660798,66.788914,64.423669,44.163218,36.583873,35.466086,36.297461,34.958293,27.624758,20.007685,20.273747,19.242057,18.017251,17.202411,15.447064,13.580399,12.077786,10.282837,11.665311,9.899489,8.631918,6.826725,4.622046,4.84326,3.49967,2.296672,1.920204,10.0732,8.535077,8.293267,6.838797,4.300212,2.723961,1.166624,2.717514,9.491262,9.967354,7.602332,5.782068,5.892435,4.837576,3.486416,2.459535,1.303994,0.302124,-0.290422,6.29288,5.797037,2.571232,1.268056,5.685363,2.769915,5.76356,5.252211,3.85881,2.252637,1.146149,-0.294895,0.808283,1.588277,2.051592,1.561523,1.594802,1.059188,0.699425,0.55342,0.669246,0.604301,0.467773
58.066997,56.483781,55.993079,40.494683,37.164237,34.361447,32.066751,33.728862,30.355346,16.478343,17.100897,16.250598,10.690782,10.098991,9.128404,7.656917,7.63612,5.832244,5.1057,5.357557,3.990907,3.093697,1.787234,1.213433,-0.851052,-1.290843,-1.457655,7.895142,7.038077,5.729566,4.179194,4.107474,3.429701,1.268573,0.386673,6.34061,5.975657,4.714703,3.833183,2.862566,-0.426565,0.736134,1.686706,1.154064,1.034707,-0.795847,3.613825,2.442473,1.883878,1.200354,2.84627,0.605974,13.684305,13.629663,11.404626,11.411139,10.892147,7.933034,7.310372,7.172514,6.068911,5.329406,4.635718,3.65693,0.545486,0.346391,0.084827,4.221086,2.15859
61.42708,61.858653,61.314183,42.559565,37.740378,35.854026,33.511557,32.505294,30.154448,14.545749,13.800944,14.059993,9.908121,8.959015,8.510348,6.067245,4.919889,5.391035,3.466018,3.546377,3.272404,3.424518,4.189092,3.110942,2.258658,1.867439,0.401906,8.554137,7.420478,7.07023,4.455922,3.230014,1.776065,1.475204,0.446203,9.376985,8.588672,8.447272,7.66454,6.757778,4.789515,3.765064,1.447552,0.922402,0.351473,0.438692,4.921914,3.983894,2.675583,0.289794,1.586425,-0.093386,13.64552,12.710651,11.169646,9.280933,8.091629,5.809889,3.432765,2.22216,1.280878,0.829196,1.329268,1.014595,-0.411177,0.393465,1.462916,1.972996,2.813538
